,Time,Name,Tweet_status,Text,Length,Location
1327,2019-09-08 06:07:15,Mr__Chandra,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"New Delhi, India"
1328,2019-09-08 06:07:16,SanjayThalafan,Retweet,Theres nothing like failure in science we experiment amp we gain Massive respect for the scientists at ISRO who worked relentlessly over days amp nights The nation is proud of you Jai Hind 🇮🇳 Chandrayan2,215,"Tamil Nadu, India"
1329,2019-09-08 06:07:17,GprSanta7,Retweet,All Indians for Today should change Their DP with ISRO Just to show our Gratitude towards Them  Just Asking doing it is on You Atleast I am doing itISRO IndiaMakesHistory Chandrayaan2Live Sivan IndiaWithISRO WorthlessPakistan PKMKB PKMKBForever IndiaProudOfISRO,275,"Chengalpattu, India"
1330,2019-09-08 06:07:18,priteshmjain999,Retweet,We owe a great debt to ISRO Sonia Gandhi on Chandrayaan2 mission httpstcoApYbwXUSap httpstco3emnlZrjcN,117,NaN
1331,2019-09-08 06:07:18,GeoCivicTechie,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,North America
1332,2019-09-08 06:07:18,hbkreturns87,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,TAMILNADU
1333,2019-09-08 06:07:19,vigil_nte,Retweet,"A humble farmers son to Isros Rocket Man Incredible journey of K Sivan 

Sivan is the first graduate in his family His brother and two sisters were unable to complete higher education due to their poverty

httpstco7sbs37LaFW

ISRO Chandrayaan2",257,Limbo
1334,2019-09-08 06:07:19,niranjanabs,Retweet,"This is Mission Control Centre VikramLander descent was as planned and normal performance was observed up to an altitude of 21 km Subsequently communication from Lander to the ground stations was lost Data is being analyzed
ISRO",236,"Bengaluru, Karnataka"
1335,2019-09-08 06:07:19,HimeshMishra16,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Jaipur, India"
1336,2019-09-08 06:07:20,Bhargav13_Baka,Retweet,"Scene I Blue overcoat News has been broken that the lander couldnt make it A few words exchanged No hug No relief

Scene II On camera much later in the morning new coat ready to fly to Mumbai hugs words of encouragement as scripted

ISRO httpstcoWnH2MxlLtw",276,Chennai
1337,2019-09-08 06:07:20,viv_shankar,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Saharanpur, India"
1338,2019-09-08 06:07:20,Champio06738990,Retweet,"How many astronauts are we carrying in Chandrayaan2 Your finest amp most experienced PallavBagla doesnt only lack basic human etiquettesa primary school kid would ask a better question to ISRO Chief

Criticize NDTV for their misdeedswere the lynch mob amp theyre the victim👏 httpstcoEMnr8C1O0h httpstcoc7hG2O4Nkp",335,NaN
1339,2019-09-08 06:07:21,a_truthsayer,Retweet,"So called Kashmiri journalist based in Rajasthan enjoying all perks as a Indian citizen But the same doesnt want the same rules in Kashmir
Then these circus toys are best to link everything with their Pakistani Propaganda Hypocrites httpstcoZ6v16HAN4D",261,NaN
1340,2019-09-08 06:07:21,nishu__verma,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"लोनी, गाज़ियाबाद"
1341,2019-09-08 06:07:21,meshivamsingh,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"Noida, India"
1342,2019-09-08 06:07:22,niceneesh,Retweet,"Moon to NASA  Welcome America

Moon to Roscosmos  Welcome Russia

Moon to CNSA  Welcome China

Moon to JAXA  Welcome Japan

Moon to SpaceIL  Ill wait for you Israel

Moon to ISRO  Ill wait for you India

Moon to SUPARCO  Auqaat Nahi hai tumhari",254,"Mumbai, India"
1343,2019-09-08 06:07:22,SreeComrade91,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Andhra Pradesh, India"
1344,2019-09-08 06:07:23,riabongo,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,India
1345,2019-09-08 06:07:23,KPSinghbasti,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,NaN
1346,2019-09-08 06:07:23,ul_prasanthi,Retweet,What is sick   not  an occasional indiscretion but result of arrogance and insolence  developed over a period  finding  expression That is why nation is abhorring his action  For unintended indiscretion there can be apology Not for deliberate insolencePallavBagla ISRO httpstcowQklzPNYXL,299,"Hyderabad, India"
1347,2019-09-08 06:07:24,PRBX2,Retweet,And a million tears moves very few httpstcoQDnSI2k1jJ,59,NaN
1348,2019-09-08 06:07:24,vvrk6666,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"vijayawada,India"
1349,2019-09-08 06:07:24,RGanesh2876,Retweet,"Has Barkha Dutts Twitter account been hacked Since morning this is her second tweet supporting PM Modi

Or is it the effect of pictures from Chidambarams tourism to some famous places in Delhi

httpstcoBSficeUVGA",224,NaN
1350,2019-09-08 06:07:24,ABHII2309,Retweet,Heartening  ❤️🇮🇳🙏 httpstcoufjH5r5TDd,43,PUNE
1351,2019-09-08 06:07:25,sriraghav88,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,Chennai
1352,2019-09-08 06:07:26,Praxi20,Retweet,"The day the world media has noticed Indian space mission
Hats off ISRO 
ISRO 
alexwitze 
ChrisGNSF httpstcoIl4Np1MtAg",129,"Wardha, India"
1353,2019-09-08 06:07:26,aakanksha_12,Retweet,We are proud of you ISRO httpstcoIxb2SKiYTm,49,NaN
1354,2019-09-08 06:07:26,nsaulakh,Tweet,No use He is too involved with the RSS kee jhappi that he received He is probably having visions of the Ramayanayaan he will design based on mythology in a sinecure job postretirement,192,"Punjab, India"
1355,2019-09-08 06:07:27,vddevani22,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"Gujarat, India"
1356,2019-09-08 06:07:27,KunalCh987,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Silchar,  India "
1357,2019-09-08 06:07:28,AahokSeervi,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,India
1358,2019-09-08 06:07:28,Karthik43331705,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
1359,2019-09-08 06:07:28,Manjeet296,Retweet,"Hello Pallav BaglaNDTV

Hes not a politiciancriminal whom u can grill with such demeaning tone amp call him a juniorHes a scientist working hard for us rejecting the lucrative offers from abroad Moreover ISRO Chief has better things to do than facing nincompoops like you httpstcotp7ySssD7s",308,NaN
1360,2019-09-08 06:07:28,baskarramesh3,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Chennai, India"
1361,2019-09-08 06:07:28,saurabhpawar_88,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,NaN
1362,2019-09-08 06:07:29,NMrinal,Retweet,I think narendramodi hug of a heart broken isro chairman was a group hug of a billion plus people A very fine gesture And just what was needed To criticise and politicise even this as some are doing is to deny any transcendental moments for the country to unite as one ISRO,279,Bangalore
1363,2019-09-08 06:07:29,anupuja1996,Retweet,We are proud of you ISRO httpstcoIxb2SKiYTm,49,"Kolkata,,India"
1364,2019-09-08 06:07:30,kunalkaistha,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,NaN
1365,2019-09-08 06:07:31,ARSsocial,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,Mumbai
1366,2019-09-08 06:07:31,Soutiman,Retweet,The entire country is ProudOfISRO this is an extraordinary journey only possible because of brilliant  scientists our heads are held high PRIDE and determination to AchieveTheUnimaginable ISRO believeinyourdreams  roygyan httpstco8i1rkIVfAx,262,NaN
1367,2019-09-08 06:07:31,KarthiChechita5,Retweet,"All of us are with you ISRO 
IndiawithISRO ProudOfISRO 🇮🇳",61,NaN
1368,2019-09-08 06:07:32,iammohitarana,Tweet,"“Science never fail it is meant to experiment” 
ISRO IndiaOnTheMoon IsroPerGarvHai ISROweareproudofyou IsroScientists ISROMission Chandrayaan2 PrimeMinister NarendraModi HumHongeKaamyaab httpstcofLsWTOFyzG",221,India
1369,2019-09-08 06:07:34,Rockstar_69_,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,India
1370,2019-09-08 06:07:34,prasannavishy,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Bangalore,India"
1371,2019-09-08 06:07:34,iamlalit2,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
1372,2019-09-08 06:07:35,Sudhanv75746152,Retweet,The communication isn’t lost Every single person in India can feel the heartbeat of chandrayaan2 We can hear it whisper to us that  ‘If at first you don’t succeed try try again’ httpstcoYS3y1kQXI2,206,NaN
1373,2019-09-08 06:07:35,parthi400,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
1374,2019-09-08 06:07:35,angmo_shubhna,Retweet,"21 kms short 
But still got 13 billion people closer than ever before ❤️
We are proud of isro and our scientists  
Chandrayaan2  ISRO",139,INDIA 🇮🇳
1375,2019-09-08 06:07:35,KAlphastar08,Tweet,This is indeed a landmark event for us Duly acknowledged by the US More power to ISRO,92,NaN
1376,2019-09-08 06:07:36,marvelousmukesh,Retweet,The communication isn’t lost Every single person in India can feel the heartbeat of chandrayaan2 We can hear it whisper to us that  ‘If at first you don’t succeed try try again’ httpstcoYS3y1kQXI2,206,"Bengaluru, India"
1377,2019-09-08 06:07:36,ninadpachpute,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Pune, India"
1378,2019-09-08 06:07:37,Ajmal9846431188,Retweet,Congratulations to the team at ISRO for their incredible work on the Chandrayaan 2 Moon Mission Your passion amp dedication is an inspiration to every Indian Your work is not in vain It has laid the foundation for many more path breaking amp ambitious Indian space missions 🇮🇳,285,"Kerala, India"
1379,2019-09-08 06:07:37,hari123ghost,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,India
1380,2019-09-08 06:07:37,imohitahuja,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,India
1381,2019-09-08 06:07:37,SunilBodhak1,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"महाराष्ट्र, भारत"
1382,2019-09-08 06:07:38,Sreeja_Smiles,Retweet,In times when social media only brags about strengths and successes its important to teach the next gen about weaknesses and failures If you learn from defeat you havent really lost Proud of ISRO,200,"Tamil Nadu, India"
1383,2019-09-08 06:07:38,234seconds,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Chennai, India"
1384,2019-09-08 06:07:38,aditya_purohit_,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
1385,2019-09-08 06:07:39,DudeHouse,Tweet,Chandrayaan2  This is a great mark of achievement that our country has made Its the moment to take a pride  I wish team ISRO all the best You have DONE it and and You will Do IT,184,NaN
1386,2019-09-08 06:07:39,AltsarkarF,Retweet,"How it unfolded
A  Mission failure reported notice the PMs body language no sympathy Mr PR is upset 
B  Advisors inform PM about criticism on SM of him walking away amp groundswell of support for ISRO 
C  Next morning Mr PR goes back to grab K Sivan httpstcoyctXRsaUqu",286,NaN
1387,2019-09-08 06:07:39,GuptaRasik,Retweet,Hey Bakistan a country that earns a living by breeding donkeys for export to China and men as slaves to Arabia needs to think twice before mocking Indias space program ISRO Now go mind your goats Ok httpstcovTguvLMRqt,229,New Delhi
1388,2019-09-08 06:07:39,vikassharma2626,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
1389,2019-09-08 06:07:39,NuzeefaS,Retweet,I think narendramodi hug of a heart broken isro chairman was a group hug of a billion plus people A very fine gesture And just what was needed To criticise and politicise even this as some are doing is to deny any transcendental moments for the country to unite as one ISRO,279,Mumbai
1390,2019-09-08 06:07:39,KinjalD80839574,Retweet,"Is it wrong for men to show emotions in public
Sivan ISRO",60,India
1391,2019-09-08 06:07:41,MallyaSubash,Retweet,"Pakistans SUPARCO formed 8 yrs before ISRO Yet to launch indigenously developed satellite in Earths orbit forget abt reaching Moon or Mars🤣

SUPARCO 43m
ISRO 15B

Chandrayaan2 141m 33xSUPARCO
ISRO 35xSUPARCO

Baap Baap Hota HaiBeta Beta🤣😂🤣 WorthlessPakistan httpstcoIQOvc48h4n",300,Calicut   kerala
1392,2019-09-08 06:07:42,ravichandra_r77,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,Doha Qatar
1393,2019-09-08 06:07:43,malkhan994,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,NaN
1394,2019-09-08 06:07:43,nitishshahi1811,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
1395,2019-09-08 06:07:44,JhunjhunuSuraj,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"New Delhi, India"
1396,2019-09-08 06:07:44,shubhamsmalviy1,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,"Pune, India"
1397,2019-09-08 06:07:44,Deveshs8415,Retweet,"Pakistanis making fun of ISRO VikramLander Chandrayaan2 is like  

Uncle making fun of his Nephew for not getting 1st rank in IITJEE while his own son is 5th Fail 🙄

ProudOfISRO 
IsroPerGarvHai
ProudToBeIndian",218,"Gorakhpur, India"
1398,2019-09-08 06:07:45,SHIVANS48842330,Retweet,"Israel followed VikramLanders
ambitious journey to the moon with great hope

As we learned from Israels Beresheet lunar lander its never easy and yet its a great achievement for ISRO amp Indian science

Were positive that India will reach the moon amp beyond 🇮🇱🌕❤🇮🇳 httpstco5LRiTOTksF httpstcogzfalJhG8O",332,NaN
1399,2019-09-08 06:07:45,sonubha82045930,Retweet,I think narendramodi hug of a heart broken isro chairman was a group hug of a billion plus people A very fine gesture And just what was needed To criticise and politicise even this as some are doing is to deny any transcendental moments for the country to unite as one ISRO,279,NaN
1400,2019-09-08 06:07:45,Anuj1425,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Patna, India 🇮🇳"
1401,2019-09-08 06:07:45,AahokSeervi,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,India
1402,2019-09-08 06:07:45,TamboliChahat,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,"Chittaurgarh, India"
1403,2019-09-08 06:07:46,Aditya_ADHolic,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,India
1404,2019-09-08 06:07:46,Python73947352,Retweet,Hey Bakistan a country that earns a living by breeding donkeys for export to China and men as slaves to Arabia needs to think twice before mocking Indias space program ISRO Now go mind your goats Ok httpstcovTguvLMRqt,229,NaN
1405,2019-09-08 06:07:46,me__Message,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"New Delhi, India"
1406,2019-09-08 06:07:47,stretchingspace,Tweet,"ISROs upcoming missions

IndiaOnTheMoon
ISRO IndiaProudOfISRO ISROweareproudofyou IndiaOnMoon IndiaMoonMission IndiaCreatingHistory Modi Chandrayaan3 MoonLanding  httpstcoOgIjivJVHe",198,NaN
1407,2019-09-08 06:07:48,Prathampc321,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
1408,2019-09-08 06:07:48,Gulzaari_,Retweet,"I can never forget this moment

 Those who try never give up
JayHind🇮🇳🇮🇳 ISRO ISROMissions httpstcoFDatE1MyGj",122,India
1409,2019-09-08 06:07:49,Ckevin__042,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Tanay, Rizal"
1410,2019-09-08 06:07:49,manoj_gujaran,Retweet,"DrGPradhan httpstco6EsjvgyLIY

Coincidentally  2hours after i tweet same verbatim  is tweeted by you  👏👏👏👏 glad message is spread",145,Bharat
1411,2019-09-08 06:07:49,Beans4memes,Retweet,"Israel followed VikramLanders
ambitious journey to the moon with great hope

As we learned from Israels Beresheet lunar lander its never easy and yet its a great achievement for ISRO amp Indian science

Were positive that India will reach the moon amp beyond 🇮🇱🌕❤🇮🇳 httpstco5LRiTOTksF httpstcogzfalJhG8O",332,Here and there
1412,2019-09-08 06:07:49,CharithMallem,Retweet,Theres nothing like failure in science we experiment amp we gain Massive respect for the scientists at ISRO who worked relentlessly over days amp nights The nation is proud of you Jai Hind 🇮🇳 Chandrayan2,215,"Cuddapah, India"
1413,2019-09-08 06:07:50,BIPIN09871,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,Rajdhanwar 
1414,2019-09-08 06:07:50,aditya_singh59,Retweet,"Israel followed VikramLanders
ambitious journey to the moon with great hope

As we learned from Israels Beresheet lunar lander its never easy and yet its a great achievement for ISRO amp Indian science

Were positive that India will reach the moon amp beyond 🇮🇱🌕❤🇮🇳 httpstco5LRiTOTksF httpstcogzfalJhG8O",332,Somewhere on earth 
1415,2019-09-08 06:07:50,Rahul13959554,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,India
1416,2019-09-08 06:07:51,gautam_sriram,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Chennai, India"
1417,2019-09-08 06:07:51,sanjeev01248275,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Narpatganj, Araria Bihar"
1418,2019-09-08 06:07:51,KaiIasaVadivoFC,Retweet,"Here is our WildTiger 
Ready for another hunt 

Take a bow Sir KaiIasaVadivoo 🙏 httpstcoXRZ1SDYXtI",105,"Bengaluru, India"
1419,2019-09-08 06:07:51,bgl_chowkidar,Tweet,"sagarikaghose pallavabagla That Fukr  PallavBagla  ws cornering ISRO scientist like a goon Is tht a way to ask questions Y u Pakistan moles r still living in India Jst go away to Pakistan They r good in exporting DonkeysThey wl difntly b benefitted by you morons
U Prestitutes r only after 💰",305,India
1420,2019-09-08 06:07:52,_vikramgupta,Retweet,"Fuck off You idiot pallavabagla 🖕
How dare to talk like that  👿
How dare to ask such a illiterate questions with our Scientist 
NDTVWithPakistan httpstcoD59BosmfYh",177,"Mumbai, India"
1421,2019-09-08 06:07:53,Jayesh98529654,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,"Dubai, United Arab Emirates"
1422,2019-09-08 06:07:53,Varuniacx,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,India
1423,2019-09-08 06:07:53,raaghudn,Tweet,"World Top Space Agency to reach moon USA NASA 12 Attempts
Russia roscosmos  7 Attempts 
India’s isro First Attempt is 95 Successful 
Proud of our ISRO Scientists 🙏

ISRO Chandrayaan2 MoonLanding",208,India
1424,2019-09-08 06:07:53,ultrarider007,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Gujarat, India"
1425,2019-09-08 06:07:54,singhabhijit4,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
1426,2019-09-08 06:07:55,inocenthindu,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,India
1427,2019-09-08 06:07:56,Pratik_saodekr1,Retweet,Sometimes we don’t land or arrive at the destination we want to The important thing is we took off and had the Hope and Belief we can Our current situation is never and not our final destination That always comes in time and belief Proud of ISRO,250,"Amravati, India"
1428,2019-09-08 06:07:56,GanvkaGanwar,Retweet,"How it unfolded
A  Mission failure reported notice the PMs body language no sympathy Mr PR is upset 
B  Advisors inform PM about criticism on SM of him walking away amp groundswell of support for ISRO 
C  Next morning Mr PR goes back to grab K Sivan httpstcoyctXRsaUqu",286,दाऊदसर
1429,2019-09-08 06:07:57,Anushka71744315,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
1430,2019-09-08 06:07:57,PvrvDheeraj,Retweet,"We are proud of you ISRO 🙏🏼
ISRO 
Chandrayaan2 httpstco5hxOWUOI84",72,eluru
1431,2019-09-08 06:07:57,a2k_36,Retweet,In times when social media only brags about strengths and successes its important to teach the next gen about weaknesses and failures If you learn from defeat you havent really lost Proud of ISRO,200,Dombivli
1432,2019-09-08 06:07:58,DewChaudhary,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
1433,2019-09-08 06:07:59,sanjeev01248275,Retweet,"21 kms short 
But still got 13 billion people closer than ever before ❤️
We are proud of isro and our scientists  
Chandrayaan2  ISRO",139,"Narpatganj, Araria Bihar"
1434,2019-09-08 06:07:59,SunilKu33809222,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,NaN
1435,2019-09-08 06:08:00,sabarish_am,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
