,Time,Name,Tweet_status,Text,Length,Location
2010,2019-09-08 06:12:08,VijaySi22134285,Retweet,"IndiaFailed Atleast he tried How many times have we tried to go to the Moon
Dont Mock 🙏
Being human should be proud of Human effort
ISRO Brilliant work👍
One day you will succeed😍
Chandrayaan2",198,NaN
2011,2019-09-08 06:12:08,srinivasvenkat5,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,भारत
2012,2019-09-08 06:12:08,eldersprotocol,Retweet,United Arab Emirates Space UAE Agency We assure our full support to ISRO following the loss of contact with their spacecraft Chandrayaan2 which had to land on the moon India proved to be a strategic player in the space sector amp a partner in its development amp achievements httpstcolPqUe1IPwb,311,NaN
2013,2019-09-08 06:12:09,Shivaprasad2014,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Hyderabad, India"
2014,2019-09-08 06:12:09,kirtijoshi1958,Tweet,All Drama Narrative peddlers are Shameless,44,Ahmedabad 
2015,2019-09-08 06:12:10,heeraman98,Retweet,"The journo PallavBagla should be immediately sacked and should apologise to ISRO for his insane behaviour

What won Indian hearts was the innocent smile amp mature behaviour of the ISRO scientist when he faced misbehaviour by the journo This is what makes ISRO special",277,जननीजन्मभूमिःस्वर्गादपि गरीयसी
2016,2019-09-08 06:12:10,Rajan747,Retweet,"Lets come together to congratulate and appreciate ISRO for making the nation proud of Chandrayaan2 Indian scientists have made an impact in the field of space science and research💐💐
Congratulations and thank you to Dr K Sivan Sir amp his team

IsroPerGarvHai ProudOfISRO httpstcoYO9sbjczwO",306,India
2017,2019-09-08 06:12:10,BhartiyaParesh,Retweet,The communication isn’t lost Every single person in India can feel the heartbeat of chandrayaan2 We can hear it whisper to us that  ‘If at first you don’t succeed try try again’ httpstcoYS3y1kQXI2,206,Bharat भारत
2018,2019-09-08 06:12:10,IM_KKKarthik04,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Bengaluru South, India"
2019,2019-09-08 06:12:10,iamvg14,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Bengaluru, India"
2020,2019-09-08 06:12:10,maheshjaiswal36,Retweet,PrannoyRoyNDTV I said this in the morning itself that its ndtv masters who directed him to  insult ISRO chief  And look whos here to defend the uncouth scum The master himself,183,"मुंबई, अखंड भारतवर्ष।"
2021,2019-09-08 06:12:11,NoMercy_25,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Kolkata, India"
2022,2019-09-08 06:12:11,Iam_srr98,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,Hindustan
2023,2019-09-08 06:12:12,SurajAga,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Baleshwar, India"
2024,2019-09-08 06:12:13,Vishysays,Retweet,"How it unfolded
A  Mission failure reported notice the PMs body language no sympathy Mr PR is upset 
B  Advisors inform PM about criticism on SM of him walking away amp groundswell of support for ISRO 
C  Next morning Mr PR goes back to grab K Sivan httpstcoyctXRsaUqu",286,Sol!tude
2025,2019-09-08 06:12:13,paperhearts79,Retweet,PrannoyRoyNDTV People calling out Pallava Bagla are Ghastly Trolls AND What has Pallava done for ISRO  INSULTED internationally the entire Indian Scientist community amp YOU go 1step further by calling rightly outraged Indians as Trolls SHAME on you Prannoy Roy IndiaWithISRO PallavaBagla,300,India
2026,2019-09-08 06:12:14,MS_Raghuwanshi,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Gurgaon, India"
2027,2019-09-08 06:12:14,sradeep_d,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,Hyderabad
2028,2019-09-08 06:12:15,aliusmani,Retweet,"ISRO Chandrayaan2 

A moving letter where a young boy from Kashmir writes to the ISRO chief 

It hurts when you lose connection when you cannot communicate with someone or something close to you

httpstcoIt25xTsSLR",228,Between Delhi & Rourkela
2029,2019-09-08 06:12:15,ghamandibalak,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2030,2019-09-08 06:12:15,16c87d0271b24af,Retweet,Sometimes we don’t land or arrive at the destination we want to The important thing is we took off and had the Hope and Belief we can Our current situation is never and not our final destination That always comes in time and belief Proud of ISRO,250,"New Delhi, India"
2031,2019-09-08 06:12:16,siddutwitz1,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,Germany
2032,2019-09-08 06:12:16,JoydeepMukerjee,Retweet,This is the level of journalism in india and that’s why not a single person gives 2 cents about news media He does not even know that chandrayaan is not a man mission and he is the Space specialist for NDTV Awesome By 2024 all Stupid media will be gone httpstcoQiU7LvYiQb,279,"Mumbai, India"
2033,2019-09-08 06:12:16,0mano,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"Greenville, SC"
2034,2019-09-08 06:12:17,GajjaP,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
2035,2019-09-08 06:12:17,vpvsriram,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,Singapore
2036,2019-09-08 06:12:18,skj290186,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
2037,2019-09-08 06:12:20,Akash32091219,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2038,2019-09-08 06:12:20,iamsandeep_raj,Retweet,"A humble farmers son to Isros Rocket Man Incredible journey of K Sivan 

Sivan is the first graduate in his family His brother and two sisters were unable to complete higher education due to their poverty

httpstco7sbs37LaFW

ISRO Chandrayaan2",257,Hyderabad
2039,2019-09-08 06:12:20,mojirohit,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,"Madhya Pradesh, India"
2040,2019-09-08 06:12:21,santoshshanmukh,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"Chennai, India"
2041,2019-09-08 06:12:22,ramdwiv93810114,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Satna,M.P.,India"
2042,2019-09-08 06:12:22,maheshjaiswal36,Retweet,ippatel yashshiningstar PrannoyRoyNDTV ndtv Pallava was behaving as if he had received remuneration from Pakistan for insulting the ISRO chief,148,"मुंबई, अखंड भारतवर्ष।"
2043,2019-09-08 06:12:23,AKANSHUFrais1,Tweet,Proud of ISRO 🇮🇳  But stay away from Honorable DRAMA KING NarendraModi   narendramodi,93,India
2044,2019-09-08 06:12:23,_MeSumiT_,Retweet,"This is Mission Control Centre VikramLander descent was as planned and normal performance was observed up to an altitude of 21 km Subsequently communication from Lander to the ground stations was lost Data is being analyzed
ISRO",236,"Delhi, India"
2045,2019-09-08 06:12:24,aakashcgdyc,Retweet,Chandrayaan2 We are proud of your team efforts isro You have not lost Keep the dream alive JaiVigyan JaiBharat httpstcomQCPwUOc0q,140,"Chhattisgarh, India"
2046,2019-09-08 06:12:25,ShreyaJamadar,Retweet,Hey Bakistan a country that earns a living by breeding donkeys for export to China and men as slaves to Arabia needs to think twice before mocking Indias space program ISRO Now go mind your goats Ok httpstcovTguvLMRqt,229,"Gadag, India"
2047,2019-09-08 06:12:25,thepiyushvijay,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,Somewhere in the Earth
2048,2019-09-08 06:12:25,_MeSumiT_,Retweet,"ISRO
Honorable Prime Minister Shri Narendra Modi will address the nation from ISRO Control Centre today September 07 2019 at 0800 hrs IST
PMOIndia narendramodi",167,"Delhi, India"
2049,2019-09-08 06:12:25,Suriya40963131,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Bengaluru, India"
2050,2019-09-08 06:12:25,AswathRaghuram1,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Madurai South, India"
2051,2019-09-08 06:12:26,shubhamlandge,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,Latur
2052,2019-09-08 06:12:26,Muhamma99901262,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
2053,2019-09-08 06:12:26,aemon_targ,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2054,2019-09-08 06:12:27,_MeSumiT_,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"Delhi, India"
2055,2019-09-08 06:12:27,nehalkhans,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,bihar india
2056,2019-09-08 06:12:27,shobhit_kanpur,Retweet,"A humble farmers son to Isros Rocket Man Incredible journey of K Sivan 

Sivan is the first graduate in his family His brother and two sisters were unable to complete higher education due to their poverty

httpstco7sbs37LaFW

ISRO Chandrayaan2",257,"Mumbai, India"
2057,2019-09-08 06:12:28,santoshshanmukh,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Chennai, India"
2058,2019-09-08 06:12:28,dunknownguy,Retweet,"How it unfolded
A  Mission failure reported notice the PMs body language no sympathy Mr PR is upset 
B  Advisors inform PM about criticism on SM of him walking away amp groundswell of support for ISRO 
C  Next morning Mr PR goes back to grab K Sivan httpstcoyctXRsaUqu",286,NaN
2059,2019-09-08 06:12:28,TheChanakyan,Retweet,"with all due to respect to ur age 
I’m sorry 

Khangress amp Dynasty Boot licker americai talks about smritiirani 
She slayed ur Prez RahulGandhi 🤣
IamRajii igriffinpeter bismivalaipechu anandakonar Iyerramvimal kalpeshiyer skarthikdotin sgsekaran JewHavvaNagila httpstcoWWauaSMFyH",302,India
2060,2019-09-08 06:12:28,MathiVanan47,Retweet,"All of us are with you ISRO 
IndiawithISRO ProudOfISRO 🇮🇳",61,NaN
2061,2019-09-08 06:12:29,sulabhchokhani,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Mumbai, India"
2062,2019-09-08 06:12:29,AshnaBricka,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,india
2063,2019-09-08 06:12:29,KDTechnology,Tweet,We are Indians discussing about science ISRO and Indian defence URI SurgicalStrike more than bollywood and any rubbish thingsWe are changingIndia is in progress mode Proud India Chandryaan2 Big thank you to ISRO Scientists and technicians who contributed for this,277,Ahmedabad
2064,2019-09-08 06:12:29,Ahishek18337366,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2065,2019-09-08 06:12:30,rj_jha,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"gopalganj, india"
2066,2019-09-08 06:12:30,Rajeshkaki2,Retweet,"This is Mission Control Centre VikramLander descent was as planned and normal performance was observed up to an altitude of 21 km Subsequently communication from Lander to the ground stations was lost Data is being analyzed
ISRO",236,"Chirala, India"
2067,2019-09-08 06:12:31,TTvenkatesh1968,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,Chennai
2068,2019-09-08 06:12:31,shubham_halawai,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Indi, karnataka"
2069,2019-09-08 06:12:31,bansal_dhanraj,Retweet,Sorry dear Indians as Pakistanis we feel ashamed that someone like FawadChaudhary is our Science and Technology Minister We wish ISRO all the best on their all space endeavors They are truly doing an incredible job Good wishes from Pakistan,248,"Gurgaon, India"
2070,2019-09-08 06:12:31,KarthikRaja1994,Retweet,This does not tantamount to failure In Research and Development there will be a learning curve This is that precious learning moment We will soon be on the Moon Thanks to ISRO The Nation believes and applauds ISRO,221,"Coimbatore, India"
2071,2019-09-08 06:12:32,OmkarWalunj15,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2072,2019-09-08 06:12:32,itsrahull_,Retweet,"I can never forget this moment

 Those who try never give up
JayHind🇮🇳🇮🇳 ISRO ISROMissions httpstcoFDatE1MyGj",122,Kanpur - Chandigarh
2073,2019-09-08 06:12:32,Abhineet_,Retweet,"Chandrayaan2  Isro
My cartoon for firstpost 
Morehttpstcod7EQajd4JI
Chandrayaan2Landing Chandrayaan2theMoon Chandrayaan3 isropargarvhai httpstcoWrrM59ECtZ",173,Pune
2074,2019-09-08 06:12:32,rahulrock6373,Retweet,"गिरते हैं शहसवार ही मैदानएजंग में । वो तिफ़्ल क्या गिरेगा जो घुटनों के बल चले 

ISRO we salute your caliber dedication and courage You have made us all very proud httpstcoQeEbpou0aF",194,patna
2075,2019-09-08 06:12:33,ghimire_khyam,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Jhapa,Nepal"
2076,2019-09-08 06:12:33,adityashukla96,Retweet,"This is Mission Control Centre VikramLander descent was as planned and normal performance was observed up to an altitude of 21 km Subsequently communication from Lander to the ground stations was lost Data is being analyzed
ISRO",236,"Greater Noida, India"
2077,2019-09-08 06:12:34,ankit_sharmank,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Hyderabad, Delhi"
2078,2019-09-08 06:12:34,Rakesh_comrade,Retweet,Chandrayaan2 some headlines amp pics just say it all ISRO ISROMissions NewIndianXpress XpressBengaluru  chetanabelagere AshwiniMSTNIE balachauhan AmitsenTNIE santwana99 TNIEramupatil Cloudnirad httpstco5Hii20trBb,235,chennai
2079,2019-09-08 06:12:34,Brijesh91997807,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
2080,2019-09-08 06:12:34,imritik21,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Gorakhpur, India"
2081,2019-09-08 06:12:35,AruShar34889615,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Greater Noida, India"
2082,2019-09-08 06:12:36,ashishsri2018,Retweet,"Hello Pallav BaglaNDTV

Hes not a politiciancriminal whom u can grill with such demeaning tone amp call him a juniorHes a scientist working hard for us rejecting the lucrative offers from abroad Moreover ISRO Chief has better things to do than facing nincompoops like you httpstcotp7ySssD7s",308,NaN
2083,2019-09-08 06:12:37,iamamk10,Retweet,"If the Moon Lander had humans on it and ISRO had lost all communications with those humans maybe they would have realised how it feels to have relatives in Kashmir and lose all contact with them

The ones crying for a machine would have died of tears if there were humans on it",280,NaN
2084,2019-09-08 06:12:37,NiharikaChipli,Tweet,"We are proud of you
isro",25,NaN
2085,2019-09-08 06:12:38,rr26official,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,India
2086,2019-09-08 06:12:38,Ksivan_official,Retweet,"A humble farmers son to Isros Rocket Man Incredible journey of K Sivan 

Sivan is the first graduate in his family His brother and two sisters were unable to complete higher education due to their poverty

httpstco7sbs37LaFW

ISRO Chandrayaan2",257,NaN
2087,2019-09-08 06:12:38,shtrughan,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,NaN
2088,2019-09-08 06:12:38,tkmahato587,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,KOLKATA
2089,2019-09-08 06:12:38,SwarmsGowri,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,"Bengaluru, India"
2090,2019-09-08 06:12:39,Patriot_Kunal,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Aligarh, India"
2091,2019-09-08 06:12:39,slobonme9ob,Retweet,"Dear DrAMSinghvi 

If this is how you want to treat journalists why dont you just join the BJP  httpstcoBqjA6ws4Y8",124,NaN
2092,2019-09-08 06:12:39,brand_mender,Tweet,"The only impossible journey is the one you never begin
Tony Robbins

And you just made ours possible ISRO 🙂
PROUD 🇮🇳
Chandrayaan2 ISRO ProudOfIndia Cheers httpstcow6FGmjBJRq",187,"Pune, India"
2093,2019-09-08 06:12:39,RaoDipz99,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,Mumbai
2094,2019-09-08 06:12:40,Srivish53644161,Retweet,Theres nothing like failure in science we experiment amp we gain Massive respect for the scientists at ISRO who worked relentlessly over days amp nights The nation is proud of you Jai Hind 🇮🇳 Chandrayan2,215,India
2095,2019-09-08 06:12:40,KumarReddyCH,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,"Hyderabad, India"
2096,2019-09-08 06:12:40,BRIHASVAK,Tweet,The latest The BRIHASVAK Daily httpstco4I4BhbORxc Thanks to bhaiyyajispeaks rajeevmp ramjethmalani isro,114,NaN
2097,2019-09-08 06:12:41,Sanaatan_,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,INDIA
2098,2019-09-08 06:12:42,ChsarfrazA,Retweet,"After the failure of the mission IndiaOnTheMoon
Modi heads to the jungle and smells the elephants dung to relieve his anxiety

Chandrayaan3 FawadChaudhary
ISRO httpstcoRyBtL3sa1K",191,NaN
2099,2019-09-08 06:12:42,53833951kumar,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Faridabad, India"
2100,2019-09-08 06:12:42,Pulippaani,Retweet,"Stay strong We are proud of isro teams work under the inspirational leadership of PMOIndia narendramodi and with an outstanding national support Together we will strive for more
🙏🇮🇳 SpaceIsHard httpstcocLremkSphv",225,NaN
2101,2019-09-08 06:12:42,AvdeshPandey9,Retweet,It is not only about the success it is about how you overcome the obstacles to achieve success We salute the dedication amp hard work of Team ISRO The entire nation is standing with you ProudIndian,205,"Mumbai, India"
2102,2019-09-08 06:12:43,FossilLost,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,NaN
2103,2019-09-08 06:12:43,PavithranVijay6,Retweet,This does not tantamount to failure In Research and Development there will be a learning curve This is that precious learning moment We will soon be on the Moon Thanks to ISRO The Nation believes and applauds ISRO,221,"Erode, India"
2104,2019-09-08 06:12:43,Bibek46923147,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"Assam, India"
2105,2019-09-08 06:12:44,SloggerRK,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,"UP, India"
2106,2019-09-08 06:12:44,ImCharanK,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2107,2019-09-08 06:12:44,VaibhavMundhe19,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Deulgaon Raja, India"
2108,2019-09-08 06:12:44,Anirudh_44836,Retweet,"Israel followed VikramLanders
ambitious journey to the moon with great hope

As we learned from Israels Beresheet lunar lander its never easy and yet its a great achievement for ISRO amp Indian science

Were positive that India will reach the moon amp beyond 🇮🇱🌕❤🇮🇳 httpstco5LRiTOTksF httpstcogzfalJhG8O",332,Delhi
2109,2019-09-08 06:12:45,samarsinh,Retweet,"Hello Pallav BaglaNDTV

Hes not a politiciancriminal whom u can grill with such demeaning tone amp call him a juniorHes a scientist working hard for us rejecting the lucrative offers from abroad Moreover ISRO Chief has better things to do than facing nincompoops like you httpstcotp7ySssD7s",308,Mumbai 
2110,2019-09-08 06:12:46,aksiwatch222,Retweet,My letter to VikramLander With a copy to Prime Minister narendramodi ji isro chief KSivan ji all the scientists of ISRO and all my fellow Indians all over the world Please retweet it so much that actually reaches him Jai Ho Jai Hind🙏🤓🇮🇳🇮🇳 Chandrayaan2 httpstcoybLm7Qw1iq,289,India
2111,2019-09-08 06:12:46,ultimatelove211,Retweet,"India sends a vehicle to the Moon
Pakistan sends a goat up a mountain httpstcorzCWf2zKuT",95,India
2112,2019-09-08 06:12:47,iamAhmadokz,Retweet,"After the failure of the mission IndiaOnTheMoon
Modi heads to the jungle and smells the elephants dung to relieve his anxiety

Chandrayaan3 FawadChaudhary
ISRO httpstcoRyBtL3sa1K",191,Pakistan
2113,2019-09-08 06:12:48,Harsh17467692,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2114,2019-09-08 06:12:48,wierdohunny,Retweet,"Upcoming ISRO Missions 

gt ASTROSAT
gt Aditya L1 mission 
gt Gaganyaan mission
gt Mangalyaan2
gt Chandrayaan3 

Those who try never give up
jayHind 🇮🇳",167,"Shimla, India"
2115,2019-09-08 06:12:50,AlientCeramics,Tweet,"We Are Proud Of You ISRO  
chandrayan2 isro indianspace spaceprogram success effort proud pride honor IndiaOnTheMoon httpstcoN85B44XiZg",154,"Morbi, India"
2116,2019-09-08 06:12:50,Subhamsaurav18,Retweet,"Your connection with Vikram is lost not your relentless spirit Heres to the hard work the will to overcome every obstacle and that never give up attitude youve always exhibited ISRO Kudos to you for making this daring attempt Dont lose
hope chandrayaan2 Chandrayaan3 httpstcoRFbFazkjdx",303,India
2117,2019-09-08 06:12:51,SohamMu54075609,Retweet,Space is hard We commend ISRO’s attempt to land their Chandrayaan2 mission on the Moon’s South Pole You have inspired us with your journey and look forward to future opportunities to explore our solar system together httpstcopKzzo9FDLL,245,NaN
2118,2019-09-08 06:12:52,Vijaysunkara52,Retweet,"Chandrayaan2 mission was a highly complex mission which represented a significant technological leap compared to the previous missions of ISRO to explore the unexplored south pole of the Moon 

For more updates please visit httpstco4vIrztVnng",251,NaN
2119,2019-09-08 06:12:53,92mhq6QNslesNLP,Retweet,"3 Most Important Days ever since my birth 

 Successful testing of Nuclear Weapons

 Abrogation of 370

 Landing on Moon by ISRO

 Chandrayaan2 ISRO indiamakeshistory",176,"Varanasi, India"
